,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
298,24,private,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
299,38,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,80,united-states,<=50k
300,48,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,7688,0,40,united-states,>50k
301,21,private,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,female,0,0,25,united-states,<=50k
302,31,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50k
303,55,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,4386,0,40,united-states,>50k
304,24,private,some-college,10,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,0,40,laos,<=50k
305,43,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
306,26,private,assoc-acdm,12,never-married,tech-support,not-in-family,white,male,0,0,45,united-states,<=50k
307,46,private,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,0,0,33,united-states,<=50k
308,35,private,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
309,41,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,54,united-states,>50k
310,26,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
311,34,private,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,7298,0,35,taiwan,>50k
313,36,self-emp-not-inc,bachelors,13,divorced,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50k
314,22,private,some-college,10,never-married,sales,own-child,white,male,0,0,15,united-states,<=50k
315,24,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
316,77,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
317,22,private,5th-6th,3,married-civ-spouse,machine-op-inspct,other-relative,white,female,0,0,40,mexico,<=50k
318,29,private,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
319,62,private,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,24,united-states,<=50k
320,39,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
321,43,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,50,united-states,<=50k
322,35,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50k
323,29,private,11th,7,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
324,76,self-emp-not-inc,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,<=50k
325,63,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k
327,43,private,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,1887,50,united-states,>50k
328,58,self-emp-not-inc,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
329,66,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,2050,0,55,united-states,<=50k
330,41,private,some-college,10,never-married,craft-repair,not-in-family,black,male,0,0,45,united-states,<=50k
331,26,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
332,47,private,assoc-voc,11,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
333,55,local-gov,10th,6,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
334,53,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
335,17,private,5th-6th,3,never-married,other-service,other-relative,white,male,0,0,48,mexico,<=50k
336,30,private,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
337,49,private,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50k
338,19,private,hs-grad,9,never-married,sales,unmarried,black,male,0,0,30,haiti,<=50k
339,45,private,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k
340,26,private,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
341,38,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k
342,36,state-gov,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,7298,0,40,united-states,>50k
343,33,private,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,20,united-states,<=50k
344,22,state-gov,some-college,10,never-married,protective-serv,own-child,black,female,0,0,40,united-states,<=50k
345,43,self-emp-not-inc,bachelors,13,never-married,sales,not-in-family,white,male,0,0,42,united-states,<=50k
348,56,private,assoc-acdm,12,married-spouse-absent,other-service,not-in-family,white,male,0,0,25,iran,<=50k
349,31,private,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50k
350,33,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
351,26,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
352,33,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
353,46,local-gov,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50k
355,38,federal-gov,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
356,65,private,11th,7,widowed,other-service,unmarried,other,male,0,0,40,united-states,<=50k
357,40,private,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
358,42,private,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50k
359,26,self-emp-not-inc,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50k
360,36,private,10th,6,married-civ-spouse,other-service,wife,white,female,0,0,24,united-states,<=50k
361,62,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
362,43,private,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
363,43,private,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,1564,45,united-states,>50k
364,22,private,hs-grad,9,married-spouse-absent,sales,not-in-family,white,male,0,0,55,united-states,<=50k
365,28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
366,56,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
367,22,private,assoc-acdm,12,never-married,sales,not-in-family,white,female,0,0,15,united-states,<=50k
368,57,private,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50k
369,39,private,hs-grad,9,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
370,26,federal-gov,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,15,united-states,<=50k
371,17,private,11th,7,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k
372,40,state-gov,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,38,united-states,>50k
373,45,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
374,44,private,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k
375,20,local-gov,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,<=50k
376,33,private,hs-grad,9,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,<=50k
377,23,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
378,46,self-emp-not-inc,masters,14,divorced,exec-managerial,not-in-family,white,male,0,0,30,united-states,<=50k
379,38,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
380,54,private,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
381,46,private,5th-6th,3,divorced,craft-repair,not-in-family,white,female,0,2339,45,united-states,<=50k
382,25,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
383,46,private,some-college,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k
384,36,local-gov,some-college,10,married-civ-spouse,transport-moving,wife,white,female,0,0,40,united-states,<=50k
385,23,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k
386,29,private,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
387,44,private,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,2415,6,united-states,>50k
388,19,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50k
389,19,private,hs-grad,9,never-married,other-service,other-relative,white,female,0,0,40,united-states,<=50k
390,35,private,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50k
391,27,private,bachelors,13,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
392,46,self-emp-not-inc,assoc-acdm,12,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
394,34,private,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50k
395,44,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k
396,45,private,some-college,10,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50k
398,25,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
399,52,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
400,20,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
401,28,private,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
402,50,state-gov,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
403,34,private,assoc-voc,11,divorced,tech-support,not-in-family,white,female,0,0,64,united-states,<=50k
404,28,private,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,other,male,0,2179,40,puerto-rico,<=50k
405,41,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,65,united-states,>50k
406,28,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
407,46,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50k
409,32,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
410,41,local-gov,some-college,10,divorced,other-service,not-in-family,black,female,0,0,24,united-states,<=50k
411,24,private,hs-grad,9,never-married,handlers-cleaners,unmarried,black,female,0,0,40,united-states,<=50k
412,33,private,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
413,46,private,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
414,31,state-gov,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
415,35,private,12th,8,divorced,craft-repair,not-in-family,white,male,0,0,50,united-states,>50k
416,52,private,1st-4th,2,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50k
417,30,private,11th,7,never-married,other-service,own-child,white,female,0,0,19,united-states,<=50k
418,34,local-gov,11th,7,separated,machine-op-inspct,not-in-family,black,male,0,0,40,united-states,<=50k
419,34,state-gov,hs-grad,9,divorced,transport-moving,unmarried,white,female,0,0,40,united-states,<=50k
420,20,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,30,united-states,<=50k
421,17,private,11th,7,never-married,handlers-cleaners,own-child,white,male,2176,0,18,united-states,<=50k
422,32,state-gov,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,>50k
423,29,private,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,40,united-states,<=50k
424,33,private,10th,6,never-married,craft-repair,unmarried,white,female,0,0,35,united-states,<=50k
425,25,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k
426,36,federal-gov,masters,14,never-married,prof-specialty,not-in-family,white,male,0,1408,40,united-states,<=50k
427,23,private,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,72,dominican-republic,<=50k
428,63,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
429,47,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
432,40,self-emp-not-inc,bachelors,13,married-spouse-absent,prof-specialty,not-in-family,white,female,2174,0,40,united-states,<=50k
433,30,private,assoc-acdm,12,married-civ-spouse,other-service,wife,white,female,0,0,25,united-states,>50k
434,27,private,some-college,10,never-married,craft-repair,own-child,asian-pac-islander,male,0,1980,40,philippines,<=50k
435,33,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k
436,34,local-gov,hs-grad,9,never-married,farming-fishing,not-in-family,black,male,594,0,60,united-states,<=50k
437,34,local-gov,some-college,10,never-married,protective-serv,not-in-family,white,female,0,0,40,united-states,<=50k
438,23,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
439,42,local-gov,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
440,29,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
441,45,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,28,united-states,<=50k
442,24,federal-gov,hs-grad,9,never-married,armed-forces,own-child,white,male,0,0,40,united-states,<=50k
443,44,private,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
444,27,private,9th,5,never-married,craft-repair,other-relative,white,male,0,0,40,mexico,<=50k
445,20,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,35,united-states,<=50k
446,44,private,hs-grad,9,widowed,exec-managerial,unmarried,black,female,0,0,40,united-states,<=50k
447,51,private,hs-grad,9,married-civ-spouse,craft-repair,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k
448,20,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
450,19,private,hs-grad,9,never-married,machine-op-inspct,own-child,black,female,0,0,40,united-states,<=50k
451,45,self-emp-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,>50k
452,60,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
454,44,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,>50k
455,40,private,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,asian-pac-islander,male,0,0,40,united-states,>50k
